id,task_id,candidate_id,repetition,runner,started,success,grader_status,execution_status,termination_source,evidence_complete,accounting_complete,known_cost_usd,cost_usd,agent_seconds,trial_seconds,input_tokens,output_tokens,cache_tokens
t0073,fixture/harbor-shared,candidate,37,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.399740563,93.589407522,500,150,0
t0074,fixture/pier-separate,candidate,37,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.462022313,118.43952629099999,500,150,0
t0075,fixture/pier-separate,candidate,38,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.190998523,111.10786254,500,150,0
t0076,fixture/harbor-shared,candidate,38,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.467888205,94.19144539199999,500,150,0
t0077,fixture/harbor-shared,candidate,39,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.59407277000001,95.00092731,500,150,0
t0078,fixture/pier-separate,candidate,39,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.44870670399999,119.491038479,500,150,0
t0079,fixture/pier-separate,candidate,40,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.424947402,117.12949764299998,500,150,0
t0080,fixture/harbor-shared,candidate,40,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.877503019,96.02952812999999,500,150,0
t0081,fixture/harbor-shared,candidate,41,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.17640370500001,90.970067478,500,150,0
t0082,fixture/pier-separate,candidate,41,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.81851023800002,117.75337097299999,500,150,0
t0083,fixture/pier-separate,candidate,42,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.38016196,119.896443823,500,150,0
t0084,fixture/harbor-shared,candidate,42,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.425428009,94.39126346100001,500,150,0
t0085,fixture/harbor-shared,candidate,43,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.465357274,94.592751209,500,150,0
t0086,fixture/pier-separate,candidate,43,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.25735053,110.696189322,500,150,0
t0087,fixture/pier-separate,candidate,44,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.401442824,116.76703410599998,500,150,0
t0088,fixture/harbor-shared,candidate,44,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.67554807300002,95.004168833,500,150,0
t0089,fixture/harbor-shared,candidate,45,harbor,True,True,passed,completed,,True,True,0.000000,0.000000,64.46615938,93.994097792,500,150,0
t0090,fixture/pier-separate,candidate,45,pier,True,True,passed,completed,,True,True,0.000000,0.000000,64.885792488,119.78020272900001,500,150,0
