id,task_id,candidate_id,repetition,runner,started,success,grader_status,execution_status,termination_source,evidence_complete,accounting_complete,known_cost_usd,cost_usd,agent_seconds,trial_seconds,model_calls,unknown_usage_calls,input_tokens,output_tokens,cache_tokens
t0041,terminal-bench/modernize-scientific-stack,candidate,2,harbor,True,True,passed,completed,,True,True,0.373851,0.373851,63.425159840000006,101.413217542,14,0,95324,3278,31819
t0042,terminal-bench/extract-elf,candidate,2,harbor,True,False,failed,completed,,True,True,0.561579,0.561579,157.211836849,188.053867106,12,0,96248,8355,14699
t0043,terminal-bench/chess-best-move,candidate,2,harbor,True,False,failed,timeout,benchmark_deadline,True,True,2.430092,2.430092,900.2364272870001,938.480043922,54,0,905183,17586,503442
t0044,datacurve/arktype-json-schema-refs-dependencies,candidate,2,pier,True,False,failed,completed,,True,True,15.775193,15.775193,1358.2503140420001,1457.1377034369998,163,0,12126877,52266,9869584
t0045,datacurve/katex-multicolumn-array-spans,candidate,2,pier,True,False,failed,completed,,True,True,12.117834,12.117834,2124.344517919,2176.903945954,126,0,6992998,46248,5034887
t0046,terminal-bench/sanitize-git-repo,candidate,2,harbor,True,False,failed,completed,,True,True,0.529028,0.529028,77.409325212,108.229528642,13,0,116529,4143,21870
t0047,terminal-bench/polyglot-c-py,candidate,2,harbor,True,False,failed,completed,,True,True,0.187160,0.187160,66.232528589,99.19869603500001,5,0,23341,3650,0
t0048,terminal-bench/multi-source-data-merger,candidate,2,harbor,True,True,passed,completed,,True,True,0.192269,0.192269,40.424382664999996,72.648956056,7,0,40178,2324,10080
t0049,terminal-bench/db-wal-recovery,candidate,2,harbor,True,True,passed,completed,,True,True,0.220609,0.220609,40.113979558,70.594777857,8,0,48995,1436,7946
t0050,terminal-bench/constraints-scheduling,candidate,2,harbor,True,True,passed,completed,,True,True,0.324375,0.324375,58.55990556,95.215386185,8,0,51903,4036,0
t0051,datacurve/anko-typed-variable-bindings,candidate,2,pier,True,False,failed,completed,,True,True,5.075906,5.075906,486.512376982,546.5452031330001,71,0,2496189,24251,1654968
t0052,datacurve/scc-bounded-memory-spilling,candidate,2,pier,True,False,failed,completed,,True,True,26.044329,26.044329,1708.4598943610001,1791.345728177,249,0,24915563,88934,21747366
t0053,terminal-bench/sqlite-db-truncate,candidate,2,harbor,True,True,passed,completed,,True,True,0.265204,0.265204,55.636883483,87.38860335700001,8,0,44449,3221,1800
t0054,terminal-bench/gcode-to-text,candidate,2,harbor,True,False,failed,completed,,True,True,0.952642,0.952642,124.882200148,155.83153703000002,22,0,285927,7059,121695
t0055,terminal-bench/vulnerable-secret,candidate,2,harbor,True,True,passed,completed,,True,True,0.490385,0.490385,55.017073413000006,84.986311852,13,0,122597,2217,27454
t0056,datacurve/python-statemachine-state-data-scoping,candidate,2,pier,True,True,passed,completed,,True,False,25.837987,,1619.19343783,1693.894047511,249,1,25439049,68922,22268789
t0057,terminal-bench/largest-eigenval,candidate,2,harbor,True,True,passed,completed,,True,True,0.864490,0.864490,288.853563018,319.146634611,18,0,158901,18861,67887
t0058,terminal-bench/openssl-selfsigned-cert,candidate,2,harbor,True,True,passed,completed,,True,True,0.183595,0.183595,30.539304698000002,61.171769252,7,0,34993,2004,4683
t0059,terminal-bench/merge-diff-arc-agi-task,candidate,2,harbor,True,True,passed,completed,,True,True,0.497026,0.497026,87.017229856,121.410117355,19,0,154272,4182,71926
t0060,terminal-bench/git-leak-recovery,candidate,2,harbor,True,True,passed,completed,,True,True,0.174569,0.174569,37.506032932,71.40777530400001,7,0,34066,2021,5976
t0061,datacurve/fastapi-deprecation-response-headers,candidate,3,pier,True,True,passed,completed,,True,True,13.233942,13.233942,1239.533879438,1342.30871728,114,0,7523378,75927,5513497
t0062,terminal-bench/kv-store-grpc,candidate,3,harbor,True,True,passed,completed,,True,True,0.100249,0.100249,22.549546747,52.767113429,5,0,22966,1004,6343
t0063,terminal-bench/sqlite-db-truncate,candidate,3,harbor,True,True,passed,completed,,True,True,0.238948,0.238948,56.091849743999994,86.386723649,7,0,37609,3098,0
t0064,datacurve/meriyah-explicit-resource-declarations,candidate,3,pier,True,False,failed,completed,,True,True,31.318959,31.318959,2147.65061559,2264.2701970539997,275,0,29214222,78214,25161723
t0065,terminal-bench/modernize-scientific-stack,candidate,3,harbor,True,True,passed,completed,,True,True,0.162579,0.162579,33.851723204,60.968450297000004,5,0,32325,1859,6102
t0066,terminal-bench/merge-diff-arc-agi-task,candidate,3,harbor,True,True,passed,completed,,True,True,0.333042,0.333042,49.02472020100001,82.585612262,10,0,66712,2685,6809
t0067,terminal-bench/db-wal-recovery,candidate,3,harbor,True,True,passed,completed,,True,True,0.242182,0.242182,48.046721610999995,79.207771323,9,0,56881,3217,21276
t0068,terminal-bench/sanitize-git-repo,candidate,3,harbor,True,True,passed,completed,,True,True,0.515633,0.515633,67.32611984500001,101.214974321,11,0,139053,4326,51221
t0069,terminal-bench/vulnerable-secret,candidate,3,harbor,True,True,passed,completed,,True,True,0.612813,0.612813,77.555490084,109.010570167,18,0,178322,2806,62414
t0070,terminal-bench/gcode-to-text,candidate,3,harbor,True,False,failed,timeout,benchmark_deadline,True,False,10.878405,,900.004787676,933.495811222,138,1,7272598,47598,5659086
t0071,terminal-bench/code-from-image,candidate,3,harbor,True,True,passed,completed,,True,True,0.248067,0.248067,57.072743551,87.586019906,10,0,55758,2110,12425
t0072,terminal-bench/constraints-scheduling,candidate,3,harbor,True,True,passed,completed,,True,True,0.374943,0.374943,64.734086437,101.023930462,10,0,82822,4621,25119
t0073,terminal-bench/regex-log,candidate,3,harbor,True,True,passed,completed,,True,True,0.163661,0.163661,55.405486055999994,91.592781868,3,0,13859,4502,0
t0074,datacurve/anko-typed-variable-bindings,candidate,3,pier,True,False,failed,completed,,True,True,7.605990,7.605990,676.336179827,746.63910625,97,0,4820412,30003,3644685
t0075,terminal-bench/openssl-selfsigned-cert,candidate,3,harbor,True,True,passed,completed,,True,True,0.192703,0.192703,40.010125547,70.976982061,7,0,36383,2115,4595
t0076,datacurve/katex-multicolumn-array-spans,candidate,3,pier,True,False,failed,completed,,True,True,65.070529,65.070529,2908.142568665,2963.1835341680003,441,0,72392382,133690,65111952
t0077,terminal-bench/largest-eigenval,candidate,3,harbor,True,True,passed,completed,,True,True,1.983904,1.983904,356.960052279,388.54535468299997,32,0,572703,21628,266643
t0078,terminal-bench/multi-source-data-merger,candidate,3,harbor,True,True,passed,completed,,True,True,0.160057,0.160057,34.875635271,64.77378636,5,0,27178,2002,1800
t0079,terminal-bench/dna-insert,candidate,3,harbor,True,False,failed,completed,,True,True,0.511255,0.511255,103.16814487100001,138.025911925,12,0,103243,6828,26413
t0080,terminal-bench/git-leak-recovery,candidate,3,harbor,True,True,passed,completed,,True,True,0.160335,0.160335,33.106313269000005,65.377234017,8,0,38702,1294,10603
t0081,terminal-bench/extract-elf,candidate,3,harbor,True,True,passed,completed,,True,True,0.393621,0.393621,75.99513331,107.20473995,10,0,87385,4354,24094
t0082,terminal-bench/log-summary-date-ranges,candidate,3,harbor,True,True,passed,completed,,True,True,0.146057,0.146057,27.408664711999997,58.174162243,5,0,30303,1485,5857
t0083,datacurve/expr-try-catch-errors,candidate,3,pier,True,False,failed,completed,,True,False,22.648286,,1402.3025897240002,1498.962484345,229,1,20576196,64822,17630419
t0084,terminal-bench/chess-best-move,candidate,3,harbor,True,False,failed,completed,,True,True,3.109045,3.109045,310.170333351,341.782490759,63,0,1370846,15547,841875
t0085,terminal-bench/polyglot-c-py,candidate,3,harbor,True,False,failed,completed,,True,True,0.152017,0.152017,73.67577313,109.633786758,4,0,17090,4455,6204
t0086,datacurve/python-statemachine-state-data-scoping,candidate,3,pier,True,True,passed,completed,,True,True,21.448339,21.448339,1453.229031016,1529.506269276,191,0,17915649,65678,14975290
t0087,datacurve/scc-bounded-memory-spilling,candidate,3,pier,True,False,failed,completed,,True,True,10.282644,10.282644,821.6081476869999,906.29816787,114,0,6796190,50972,5295588
t0088,datacurve/arktype-json-schema-refs-dependencies,candidate,3,pier,True,False,failed,completed,,True,False,13.174391,,1162.349143002,1263.4692412600002,136,1,8786994,55952,6821251
t0089,datacurve/httpx-multipart-response-parsing,candidate,3,pier,True,False,failed,completed,,True,True,14.598873,14.598873,1216.910736157,1277.287312566,172,0,11282407,64772,9291210
t0090,terminal-bench/build-cython-ext,candidate,3,harbor,True,True,passed,completed,,True,True,1.617713,1.617713,323.562429199,352.74989591,42,0,666491,8879,390442
