id,task_id,candidate_id,repetition,runner,started,success,grader_status,execution_status,termination_source,evidence_complete,accounting_complete,known_cost_usd,cost_usd,agent_seconds,trial_seconds,model_calls,unknown_usage_calls,input_tokens,output_tokens,cache_tokens
t0051,datacurve/anko-typed-variable-bindings,candidate,2,pier,True,True,passed,completed,,True,True,6.668411,6.668411,735.8943580600001,806.98383902,106,0,4279434,41850,3340918
t0052,datacurve/scc-bounded-memory-spilling,candidate,2,pier,True,False,failed,completed,,True,False,7.649677,,963.818360239,1046.6640000890002,107,1,5336787,57092,4358144
t0053,terminal-bench/sqlite-db-truncate,candidate,2,harbor,True,True,passed,completed,,True,True,0.191521,0.191521,27.345824334000003,54.34174282,6,0,30995,2313,0
t0054,terminal-bench/gcode-to-text,candidate,2,harbor,True,False,failed,completed,,True,True,2.229556,2.229556,389.681579432,418.739042911,42,0,942540,19700,606208
t0055,terminal-bench/vulnerable-secret,candidate,2,harbor,True,True,passed,completed,,True,False,0.725192,,52.651733107,78.74536818600001,16,1,145303,3170,0
t0056,datacurve/python-statemachine-state-data-scoping,candidate,2,pier,True,False,failed,completed,,True,True,13.056572,13.056572,1170.604559123,1239.827055717,150,0,12146315,91547,10780672
t0057,terminal-bench/largest-eigenval,candidate,2,harbor,True,,error,runner_error,agent_error,False,False,2.016405,,,417.75005711899996,28,1,443575,36292,196608
t0058,terminal-bench/openssl-selfsigned-cert,candidate,2,harbor,True,True,passed,completed,,True,True,0.242119,0.242119,29.949626433000002,60.770953667,8,0,43064,2148,0
t0059,terminal-bench/merge-diff-arc-agi-task,candidate,2,harbor,True,True,passed,completed,,True,True,0.576318,0.576318,49.341199614000004,91.39591985,14,0,108405,3933,0
t0060,terminal-bench/git-leak-recovery,candidate,2,harbor,True,True,passed,completed,,True,True,0.171586,0.171586,26.885320046999997,57.564336288999996,6,0,31475,1331,0
t0061,datacurve/fastapi-deprecation-response-headers,candidate,3,pier,True,False,failed,completed,,True,True,5.965571,5.965571,810.994898488,912.239633369,84,0,3132028,72365,2409088
t0062,terminal-bench/kv-store-grpc,candidate,3,harbor,True,True,passed,completed,,True,True,0.159562,0.159562,28.456546241,63.378150023,5,0,24463,2199,0
t0063,terminal-bench/sqlite-db-truncate,candidate,3,harbor,True,True,passed,completed,,True,True,0.300647,0.300647,56.276907263999995,86.791680718,6,0,32315,6899,0
t0064,datacurve/meriyah-explicit-resource-declarations,candidate,3,pier,True,True,passed,completed,,True,True,14.377498,14.377498,1039.7926695400001,1133.35830828,170,0,12345488,72763,10571466
t0065,terminal-bench/modernize-scientific-stack,candidate,3,harbor,True,True,passed,completed,,True,True,0.139276,0.139276,20.761468083,44.726509394,4,0,23810,1428,0
t0066,terminal-bench/merge-diff-arc-agi-task,candidate,3,harbor,True,True,passed,completed,,True,True,0.333573,0.333573,46.941853689,79.59218285499999,8,0,49672,4891,0
t0067,terminal-bench/db-wal-recovery,candidate,3,harbor,True,True,passed,completed,,True,True,0.365640,0.365640,50.730993518999995,87.19394284799999,10,0,66848,2881,0
t0068,terminal-bench/sanitize-git-repo,candidate,3,harbor,True,True,passed,timeout,benchmark_deadline,True,True,1.407301,1.407301,900.020991708,928.7406847340001,33,0,535772,11425,311296
t0069,terminal-bench/vulnerable-secret,candidate,3,harbor,True,True,passed,completed,,True,True,0.717536,0.717536,47.71866437600001,77.782442749,17,0,144541,2982,0
t0070,terminal-bench/gcode-to-text,candidate,3,harbor,True,False,failed,completed,,True,False,4.665248,,860.86855885,892.907915814,65,1,2523671,57889,1973779
t0071,terminal-bench/code-from-image,candidate,3,harbor,True,True,passed,completed,,True,True,0.659272,0.659272,88.845101235,113.966142252,17,0,112734,6754,0
t0072,terminal-bench/constraints-scheduling,candidate,3,harbor,True,True,passed,completed,,True,True,0.210120,0.210120,53.699615201,86.390719069,4,0,26568,4025,0
t0073,terminal-bench/regex-log,candidate,3,harbor,True,True,passed,completed,,True,True,0.354345,0.354345,102.493581047,132.379875727,5,0,28943,9960,0
t0074,datacurve/anko-typed-variable-bindings,candidate,3,pier,True,True,passed,completed,,True,True,4.049786,4.049786,398.152936869,464.997290645,61,0,1917854,32348,1310720
t0075,terminal-bench/openssl-selfsigned-cert,candidate,3,harbor,True,True,passed,completed,,True,True,0.210458,0.210458,26.632408379,59.57294061099999,7,0,36203,2113,0
t0076,datacurve/katex-multicolumn-array-spans,candidate,3,pier,True,True,passed,completed,,True,True,12.259145,12.259145,1091.922902631,1147.739937885,168,0,10245061,82782,8816370
t0077,terminal-bench/largest-eigenval,candidate,3,harbor,True,True,passed,completed,,True,True,1.470079,1.470079,266.14076072999995,296.336349553,22,0,213343,22668,0
t0078,terminal-bench/multi-source-data-merger,candidate,3,harbor,True,True,passed,completed,,True,True,0.199104,0.199104,25.332747769999997,55.16981844399999,6,0,33560,2137,0
t0079,terminal-bench/dna-insert,candidate,3,harbor,True,False,failed,completed,,True,True,0.689713,0.689713,98.472589588,129.21027113999997,12,0,115329,7588,0
t0080,terminal-bench/git-leak-recovery,candidate,3,harbor,True,True,passed,completed,,True,True,0.127999,0.127999,20.047140784000003,52.976836928,5,0,23214,1046,0
t0081,terminal-bench/extract-elf,candidate,3,harbor,True,True,passed,completed,,True,True,0.587906,0.587906,130.52394772899999,162.03868341,11,0,119250,12871,58845
t0082,terminal-bench/log-summary-date-ranges,candidate,3,harbor,True,True,passed,completed,,True,True,0.172018,0.172018,23.839523633,54.547408496,5,0,31236,1398,0
t0083,datacurve/expr-try-catch-errors,candidate,3,pier,True,True,passed,completed,,True,True,17.849419,17.849419,2261.970337535,2360.038432186,181,0,18465663,125981,16810056
t0084,terminal-bench/chess-best-move,candidate,3,harbor,True,False,failed,timeout,benchmark_deadline,True,False,2.750307,,900.1559312640001,930.561100131,50,1,880613,31637,475136
t0085,terminal-bench/polyglot-c-py,candidate,3,harbor,True,False,failed,completed,,True,True,0.183790,0.183790,44.217489585,77.38453788300001,5,0,22257,3717,0
t0086,datacurve/python-statemachine-state-data-scoping,candidate,3,pier,True,True,passed,completed,,True,True,14.122556,14.122556,1407.991487682,1479.929741506,174,0,15110712,59191,13631488
t0087,datacurve/scc-bounded-memory-spilling,candidate,3,pier,True,False,failed,completed,,True,True,4.540853,4.540853,381.2031442,453.590113512,71,0,2927690,29153,2293760
t0088,datacurve/arktype-json-schema-refs-dependencies,candidate,3,pier,True,False,failed,completed,,True,True,19.875263,19.875263,1988.2817600279998,2094.50583387,235,0,19811539,103927,17682753
t0089,datacurve/httpx-multipart-response-parsing,candidate,3,pier,True,True,passed,completed,,True,True,5.305950,5.305950,778.698401339,839.547832884,67,0,3136197,68642,2555904
t0090,terminal-bench/build-cython-ext,candidate,3,harbor,True,True,passed,completed,,True,True,2.317360,2.317360,286.87284958699996,315.92428415,50,0,885997,11318,475136
