id,task_id,candidate_id,repetition,runner,started,success,grader_status,execution_status,termination_source,evidence_complete,accounting_complete,known_cost_usd,cost_usd,agent_seconds,trial_seconds,input_tokens,output_tokens,cache_tokens
t0016,datacurve/scc-bounded-memory-spilling,candidate,1,pier,True,False,failed,completed,,True,False,19.271724,,1672.5802780370002,1779.7302908660001,,,
t0017,terminal-bench/dna-insert,candidate,1,harbor,True,False,failed,completed,,True,False,0.513754,,156.500198305,188.658186518,,,
t0018,datacurve/katex-multicolumn-array-spans,candidate,1,pier,True,False,failed,completed,,True,False,8.705970,,890.703031958,945.2783404319999,,,
t0019,terminal-bench/kv-store-grpc,candidate,1,harbor,True,True,passed,completed,,True,True,0.182342,0.182342,32.184862020000004,64.808634999,41016,1567,9257
t0020,terminal-bench/gcode-to-text,candidate,1,harbor,True,False,failed,timeout,benchmark_deadline,True,False,5.624529,,900.080392335,932.118607121,,,
t0021,terminal-bench/largest-eigenval,candidate,1,harbor,True,,error,timeout,benchmark_deadline,True,False,2.830314,,900.004905526,1832.988003224,,,
t0022,terminal-bench/openssl-selfsigned-cert,candidate,1,harbor,True,True,passed,completed,,True,False,0.216712,,80.430151399,111.812575889,,,
t0023,terminal-bench/git-leak-recovery,candidate,1,harbor,True,True,passed,completed,,True,True,0.114304,0.114304,20.787044372000004,54.185248052999995,28169,1004,8654
t0024,terminal-bench/merge-diff-arc-agi-task,candidate,1,harbor,True,True,passed,completed,,True,False,0.514830,,106.66273970700001,138.828239733,,,
t0025,terminal-bench/extract-elf,candidate,1,harbor,True,False,failed,completed,,True,False,3.286170,,560.85271556,588.6122123289999,,,
t0026,datacurve/meriyah-explicit-resource-declarations,candidate,1,pier,True,,error,cancelled,user_cancelled,False,False,24.748239,,,1897.862484918,,,
t0027,terminal-bench/db-wal-recovery,candidate,1,harbor,True,True,passed,completed,,True,True,0.127011,0.127011,23.603504707,55.376411639000004,30488,1407,10332
t0028,terminal-bench/code-from-image,candidate,1,harbor,True,True,passed,completed,,True,False,3.127081,,675.434011539,711.781310715,,,
t0029,datacurve/python-statemachine-state-data-scoping,candidate,1,pier,True,False,failed,completed,,True,False,12.939040,,1304.7750463549999,1388.965791453,,,
t0030,datacurve/fastapi-deprecation-response-headers,candidate,1,pier,True,True,passed,completed,,True,False,12.687241,,1562.59096784,1658.320902543,,,
t0031,datacurve/meriyah-explicit-resource-declarations,candidate,2,pier,True,,error,completed,user_cancelled,True,False,20.581654,,1822.0919031130002,1881.2201702940001,,,
t0032,terminal-bench/build-cython-ext,candidate,2,harbor,True,True,passed,completed,,True,False,2.146301,,486.619754741,518.4637118359999,,,
t0033,terminal-bench/log-summary-date-ranges,candidate,2,harbor,True,True,passed,completed,,True,False,0.241534,,41.224285812000005,73.994992505,,,
t0034,datacurve/httpx-multipart-response-parsing,candidate,2,pier,True,False,failed,completed,,True,False,4.700785,,689.742547656,743.845703039,,,
t0035,terminal-bench/code-from-image,candidate,2,harbor,True,True,passed,completed,,True,False,1.195252,,289.02833779,320.546749549,,,
t0036,terminal-bench/kv-store-grpc,candidate,2,harbor,True,True,passed,completed,,True,True,0.140613,0.140613,27.685012769,58.778304859,28726,1210,3921
t0037,datacurve/expr-try-catch-errors,candidate,2,pier,True,,error,cancelled,user_cancelled,False,False,14.788488,,,1908.540068976,,,
t0038,terminal-bench/dna-insert,candidate,2,harbor,True,False,failed,completed,,True,False,1.552193,,325.758826548,362.980665394,,,
t0039,datacurve/fastapi-deprecation-response-headers,candidate,2,pier,True,False,failed,completed,,True,False,7.881855,,1178.6412948650002,1280.216226625,,,
t0040,terminal-bench/regex-log,candidate,2,harbor,True,True,passed,completed,,True,False,0.241767,,80.05082845700001,113.019831679,,,
t0041,terminal-bench/modernize-scientific-stack,candidate,2,harbor,True,True,passed,completed,,True,True,0.166658,0.166658,34.377369309,60.3909891,30605,1286,0
t0042,terminal-bench/extract-elf,candidate,2,harbor,True,False,failed,completed,,True,False,0.935994,,272.947073194,304.12723635500004,,,
t0043,terminal-bench/chess-best-move,candidate,2,harbor,True,False,failed,timeout,benchmark_deadline,True,False,2.681321,,900.169469503,932.3060391160001,,,
t0044,datacurve/arktype-json-schema-refs-dependencies,candidate,2,pier,True,,error,cancelled,user_cancelled,False,False,19.383291,,,1896.3304455749999,,,
t0045,datacurve/katex-multicolumn-array-spans,candidate,2,pier,True,False,failed,completed,,True,False,10.741558,,1295.115127177,1347.296805617,,,
t0046,terminal-bench/sanitize-git-repo,candidate,2,harbor,True,True,passed,completed,,True,False,0.630903,,136.409125422,165.443897685,,,
t0047,terminal-bench/polyglot-c-py,candidate,2,harbor,True,False,failed,completed,,True,False,0.214021,,83.78343316600001,119.018044344,,,
t0048,terminal-bench/multi-source-data-merger,candidate,2,harbor,True,True,passed,completed,,True,True,0.148308,0.148308,33.288536577,83.61456523700001,28350,2356,7970
t0049,terminal-bench/db-wal-recovery,candidate,2,harbor,True,True,passed,completed,,True,False,0.259465,,69.102770375,100.00299135799999,,,
t0050,terminal-bench/constraints-scheduling,candidate,2,harbor,True,True,passed,completed,,True,False,0.289165,,86.41250400200002,120.21976975999999,,,
t0051,datacurve/anko-typed-variable-bindings,candidate,2,pier,True,False,failed,completed,,True,False,4.567633,,681.167572514,752.3137935699999,,,
t0052,datacurve/scc-bounded-memory-spilling,candidate,2,pier,True,False,failed,completed,,True,False,4.302319,,767.053949825,851.593332663,,,
t0053,terminal-bench/sqlite-db-truncate,candidate,2,harbor,True,True,passed,completed,,True,False,0.243038,,88.825627845,120.621720211,,,
t0054,terminal-bench/gcode-to-text,candidate,2,harbor,True,False,failed,timeout,benchmark_deadline,True,False,5.812574,,900.039763166,931.6995077,,,
t0055,terminal-bench/vulnerable-secret,candidate,2,harbor,True,True,passed,completed,,True,False,0.457298,,126.49451190900001,157.43993202,,,
t0056,datacurve/python-statemachine-state-data-scoping,candidate,2,pier,True,,error,cancelled,user_cancelled,False,False,24.072555,,,1905.1058338990001,,,
t0057,terminal-bench/largest-eigenval,candidate,2,harbor,True,True,passed,completed,,True,False,4.441491,,899.4023721289999,930.3194375070001,,,
t0058,terminal-bench/openssl-selfsigned-cert,candidate,2,harbor,True,True,passed,completed,,True,True,0.109464,0.109464,22.807953943,53.777584493,18235,1218,0
t0059,terminal-bench/merge-diff-arc-agi-task,candidate,2,harbor,True,True,passed,completed,,True,False,0.289865,,88.742993844,121.84160360899999,,,
t0060,terminal-bench/git-leak-recovery,candidate,2,harbor,True,True,passed,completed,,True,True,0.097255,0.097255,20.306321364999995,52.415753655,23159,954,7019
t0061,datacurve/fastapi-deprecation-response-headers,candidate,3,pier,True,True,passed,completed,,True,False,5.609766,,782.9823642910001,900.67955623,,,
t0062,terminal-bench/kv-store-grpc,candidate,3,harbor,True,True,passed,completed,,True,True,0.138756,0.138756,36.443389184000004,67.18439526200001,33713,1224,9999
t0063,terminal-bench/sqlite-db-truncate,candidate,3,harbor,True,True,passed,completed,,True,False,0.176619,,78.755382736,110.01066454599999,,,
t0064,datacurve/meriyah-explicit-resource-declarations,candidate,3,pier,True,False,failed,completed,,False,False,18.994694,,1690.2709075129999,1809.485034637,,,
t0065,terminal-bench/modernize-scientific-stack,candidate,3,harbor,True,True,passed,completed,,True,True,0.115120,0.115120,20.278426577,46.57286895099999,23801,1436,5999
t0066,terminal-bench/merge-diff-arc-agi-task,candidate,3,harbor,True,True,passed,completed,,True,False,0.782286,,321.199960443,355.762474768,,,
t0067,terminal-bench/db-wal-recovery,candidate,3,harbor,True,True,passed,completed,,True,False,0.389526,,82.84895469099999,114.22166441699999,,,
t0068,terminal-bench/sanitize-git-repo,candidate,3,harbor,True,True,passed,completed,,True,False,0.870548,,178.515712777,207.67392413099998,,,
t0069,terminal-bench/vulnerable-secret,candidate,3,harbor,True,True,passed,completed,,True,False,0.411084,,91.255077627,122.21965780800001,,,
t0070,terminal-bench/gcode-to-text,candidate,3,harbor,True,False,failed,timeout,benchmark_deadline,True,False,4.830234,,900.2345743440001,932.109991813,,,
t0071,terminal-bench/code-from-image,candidate,3,harbor,True,True,passed,completed,,True,False,0.582234,,210.530763372,241.693068597,,,
t0072,terminal-bench/constraints-scheduling,candidate,3,harbor,True,True,passed,completed,,True,False,0.188088,,62.35657745200001,105.40491986699999,,,
t0073,terminal-bench/regex-log,candidate,3,harbor,True,True,passed,completed,,True,False,0.217466,,80.18627092300001,114.81665398400001,,,
t0074,datacurve/anko-typed-variable-bindings,candidate,3,pier,True,False,failed,completed,,True,False,3.208830,,574.030254083,647.577438521,,,
t0075,terminal-bench/openssl-selfsigned-cert,candidate,3,harbor,True,True,passed,completed,,True,True,0.180766,0.180766,36.229222941,67.789434579,42104,2287,14855
t0076,datacurve/katex-multicolumn-array-spans,candidate,3,pier,True,,error,cancelled,user_cancelled,False,False,20.323381,,,1905.155144032,,,
t0077,terminal-bench/largest-eigenval,candidate,3,harbor,True,True,passed,completed,,True,False,1.597499,,387.120839573,420.0085563,,,
t0078,terminal-bench/multi-source-data-merger,candidate,3,harbor,True,True,passed,completed,,True,False,0.225685,,95.567138254,119.96946728900001,,,
t0079,terminal-bench/dna-insert,candidate,3,harbor,True,False,failed,completed,,True,False,0.652067,,234.65837930099997,276.310582046,,,
t0080,terminal-bench/git-leak-recovery,candidate,3,harbor,True,True,passed,completed,,True,True,0.136790,0.136790,23.330303709,55.176798522,27698,1032,2734
t0081,terminal-bench/extract-elf,candidate,3,harbor,True,False,failed,completed,,True,True,0.266947,0.266947,83.883820821,119.614888788,33208,6146,5130
t0082,terminal-bench/log-summary-date-ranges,candidate,3,harbor,True,True,passed,completed,,True,True,0.287928,0.287928,44.222859407,75.591341315,86204,2039,36018
t0083,datacurve/expr-try-catch-errors,candidate,3,pier,True,,error,cancelled,user_cancelled,False,False,30.760858,,,1918.0126963080002,,,
t0084,terminal-bench/chess-best-move,candidate,3,harbor,True,False,failed,timeout,benchmark_deadline,True,False,1.209807,,900.121000837,931.305504129,,,
t0085,terminal-bench/polyglot-c-py,candidate,3,harbor,True,False,failed,completed,,True,False,0.170006,,76.076670208,109.41762901199999,,,
t0086,datacurve/python-statemachine-state-data-scoping,candidate,3,pier,True,True,passed,completed,,True,False,17.593990,,1633.037408838,1710.4166209329999,,,
t0087,datacurve/scc-bounded-memory-spilling,candidate,3,pier,True,False,failed,completed,,True,False,5.696189,,767.1003125,851.1028618390001,,,
t0088,datacurve/arktype-json-schema-refs-dependencies,candidate,3,pier,True,,error,cancelled,user_cancelled,False,False,18.548513,,,1843.629768737,,,
t0089,datacurve/httpx-multipart-response-parsing,candidate,3,pier,True,True,passed,completed,,True,False,8.459954,,1131.375249221,1200.311356012,,,
t0090,terminal-bench/build-cython-ext,candidate,3,harbor,True,True,passed,completed,,True,False,2.837153,,526.453882012,558.698971943,,,
